Student ID,Decision,Fall Approved Work Period / Faculty,Winter Approved Work Period / Faculty,Summer Approved Work Period / Faculty
260727638,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260727650,Accepted,28-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260727766,Refused,,,
260727850,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260727873,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260727953,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260727957,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260727963,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260727995,Refused,,,
260728149,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,,
260728222,Refused,,,
260728289,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260728318,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260728390,Accepted,,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260728400,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260728474,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260728587,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260728651,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260728942,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,,
260729013,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260729242,Refused,,,
260729334,Refused,,,
260729429,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260729479,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260729555,Accepted,02-Oct-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260729563,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260729668,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,,
260729809,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260729879,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260730002,Refused,,,
260730051,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260730068,Refused,,,
260730095,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260730110,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,,
260730205,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260730260,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260730266,Accepted,15-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260730434,Accepted,,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260730444,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260730504,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260730521,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260730584,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260730653,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260730685,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260730764,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731122,Accepted,,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260731124,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731259,Refused,,,
260731270,Accepted,,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260731289,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731650,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260731787,Accepted,,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731792,Accepted,,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731807,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731814,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731833,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260731835,Accepted,06-Nov-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731858,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260731918,Accepted,,01-Jan-2017 to 29-Apr-2017 / GR,
260731925,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260731937,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260732124,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260732405,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260732435,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260732622,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260732650,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260732722,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260732745,Refused,,,
260732769,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260732781,Accepted,02-Oct-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260732847,Accepted,28-Aug-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260732855,Accepted,02-Oct-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260732876,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260732928,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260732953,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260733201,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 /
260733270,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260733427,Accepted,,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260733452,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260733566,Refused,,,
260733623,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260733666,Accepted,28-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260733741,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260733865,Accepted,,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260733924,Accepted,,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260734036,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260734048,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260734145,Accepted,02-Oct-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260734272,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,,
260734339,Refused,,,
260734354,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260734364,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260734405,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260734443,Accepted,02-Oct-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,
260734697,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260734884,Accepted,,01-Jan-2017 to 29-Apr-2017 / GR,
260734918,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260735223,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260735261,Accepted,,01-Jan-2017 to 29-Apr-2017 / AR,
260735338,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260735375,Accepted,02-Oct-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260735418,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260735449,Accepted,02-Oct-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260735590,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260735691,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260735830,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260735998,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260736137,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260736183,Accepted,,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260736187,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260736246,Accepted,02-Oct-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260736327,Accepted,02-Oct-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260736463,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260736469,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,,
260736868,Accepted,28-Aug-2016 to 31-Dec-2016 / AG,,
260736936,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260737234,Accepted,,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260737623,Accepted,02-Oct-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260737624,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260737815,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260737823,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260737939,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260738004,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260738186,Accepted,15-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260738329,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260738471,Accepted,02-Oct-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260738477,Accepted,15-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260738497,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260738619,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260738649,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260738824,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260738857,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260738921,Refused,,,
260738957,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260739202,Accepted,,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260739234,Accepted,,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260739377,Accepted,,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260739455,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260739474,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260739546,Accepted,28-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260739569,Accepted,28-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260739571,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260739682,Accepted,02-Oct-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260739708,Refused,,,
260739716,Refused,,,
260739796,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260739816,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260739962,Accepted,,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260740067,Accepted,,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260740074,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260740164,Refused,,,
260740169,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260740187,Refused,,,
260740189,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260740254,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260740279,Refused,,,
260740472,Accepted,28-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260740512,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260740532,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260740554,Refused,,,
260740609,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 /,30-Apr-2017 to 02-Sep-2017 /
260740638,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260740794,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,,
260740905,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260740950,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260741070,Accepted,,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260741085,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260741204,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260741207,Refused,,,
260741221,Accepted,28-Aug-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260741354,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260741437,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260741474,Accepted,02-Oct-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260741487,Accepted,06-Nov-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260741597,Accepted,28-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260741722,Refused,,,
260741794,Accepted,15-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260741897,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260742235,Accepted,02-Oct-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260742307,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260742353,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260742388,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,,
260742419,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260742545,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260742609,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260742635,Accepted,06-Nov-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260742639,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260742717,Accepted,02-Oct-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260742772,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260742818,Accepted,28-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260742859,Accepted,,01-Jan-2017 to 29-Apr-2017 / GR,
260742969,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260743273,Accepted,06-Nov-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260743330,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,,
260743370,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260743474,Accepted,15-Aug-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260743549,Accepted,15-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260743573,Accepted,28-Aug-2016 to 31-Dec-2016 / LW,01-Jan-2017 to 29-Apr-2017 / LW,30-Apr-2017 to 02-Sep-2017 / LW
260743656,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260743657,Accepted,,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260743732,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260743753,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260743776,Refused,,,
260743793,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260743807,Refused,,,
